         2633835 function calls (2585403 primitive calls) in 63.511 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\common.py:633(is_builtin_func)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\container.py:16(__new__)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\context.py:237(get_context)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2320(Tk)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:1120(_BackendTk)
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        6    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\shape_base.py:19(_atleast_1d_dispatcher)
        8    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\fromnumeric.py:1764(_ravel_dispatcher)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\lib\function_base.py:5365(_insert_dispatcher)
        5    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\lib\shape_base.py:727(_array_split_dispatcher)
        6    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\lib\arraysetops.py:368(_intersect1d_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\threading.py:1597(main_thread)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\common.py:657(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\managers.py:241(is_single_block)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_api\__init__.py:103(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2204(get_affine)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\utils.py:139(__getattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:1147(__del__)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\threading.py:1221(daemon)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:202(_checkLevel)
        9    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2208(inverted)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\process.py:213(authkey)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\parser.py:89(dispose)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\lib\function_base.py:2314(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:795(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:1986(_set_converter)
        6    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\gridspec.py:70(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:130(Semaphore)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:3060(Checkbutton)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PpmImagePlugin.py:163(PpmPlainDecoder)
        2    0.000    0.000    0.000    0.000 {built-in method fromhex}
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:462(_create_exit_wrapper)
        6    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\lib\arraysetops.py:761(_isin_dispatcher)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\threading.py:575(is_set)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\multi.py:1046(nlevels)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:419(<dictcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PngImagePlugin.py:283(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\context.py:197(get_start_method)
        3    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\category.py:121(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\util.py:48(debug)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:147(_VersionInfoType)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\commondialog.py:16(Dialog)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:4102(__del__)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\urllib\parse.py:421(_checknetloc)
        5    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\typing.py:1381(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\numeric.py:63(_zeros_like_dispatcher)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\missing.py:1073(clean_reindex_fill_method)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\generic.py:4518(_check_inplace_and_allows_duplicate_labels)
        3    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:3742(register_decoder)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\io\formats\csvs.py:143(_initialize_quotechar)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_tkagg.py:8(FigureCanvasTkAgg)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:1974(XView)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\GifImagePlugin.py:644(_Frame)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\enum.py:965(_find_data_repr_)
        6    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\lib\arraysetops.py:519(_in1d_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\range.py:231(_constructor)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:967(get_width)
        5    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:4995(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\queue.py:206(_init)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\font.py:100(__str__)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2602(BaseWidget)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:4080(Image)
        6    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:555(__enter__)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\multiarray.py:892(bincount)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\groupby\grouper.py:661(_ilevel)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:1991(device_pixel_ratio)
        3    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\category.py:141(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\popen_spawn_win32.py:39(Popen)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:318(get_tk_widget)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\dialog.py:10(Dialog)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2703(Button)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\events.py:46(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\linalg\linalg.py:488(_unary_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\lib\function_base.py:2453(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\io\formats\format.py:558(_initialize_colspace)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\colors.py:2461(vmin)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\pyplot.py:1186(_raise_if_figure_exists)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:1995(YView)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\resolver.py:21(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\dtypes\cast.py:736(_ensure_dtype_type)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:1138(set_in_layout)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\layout_engine.py:130(execute)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:1536(__iter__)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:217(Condition)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_agg.py:598(_BackendAgg)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:213(Event)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:618(BooleanVar)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PpmImagePlugin.py:57(PpmImageFile)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:3570(Scrollbar)
        1    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\enum.py:239(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\enum.py:1652(_simple_enum)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\typing.py:2892(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\tokens.py:33(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\shape_base.py:77(_atleast_2d_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\io\formats\format.py:498(is_truncated_vertically)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\colors.py:2473(vmax)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:1333(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:3498(Radiobutton)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\simpledialog.py:270(_QueryDialog)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        2    0.000    0.000    0.000    0.000 {method 'move_to_end' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\typing.py:2076(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\io\formats\format.py:494(is_truncated_horizontally)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:1267(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:737(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:572(IntVar)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:597(DoubleVar)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:3531(Scale)
