         2633835 function calls (2585403 primitive calls) in 63.511 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:847(after)
        5    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\legend.py:1296(_get_legend_handles_labels)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\managers.py:586(<listcomp>)
       20    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:272(<listcomp>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1658(_fill_cache)
       56    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\dtypes\common.py:572(condition)
        3    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:511(_compile_info)
       50    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:833(limit_range_for_scale)
      126    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\scanner.py:135(get_token)
      216    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\_binary.py:94(i32be)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\managers.py:583(copy_func)
       26    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2605(_setup)
        3    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tempfile.py:401(mktemp)
      322    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\_config\__init__.py:55(using_pyarrow_string_dtype)
     1600    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        4    0.000    0.000    0.000    0.000 {method 'getvar' of '_tkinter.tkapp' objects}
      108    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\colors.py:239(_has_alpha_channel)
       54    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\blocks.py:2795(extend_blocks)
      963    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\multiarray.py:1080(copyto)
       28    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:185(__format__)
      776    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\markers.py:272(get_fillstyle)
      127    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
      815    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:375(get_rotation_mode)
       31    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:102(acquire)
      308    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\frame.py:1030(axes)
       34    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\io\formats\csvs.py:179(_number_format)
      991    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:1520(get_parse_math)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\sorting.py:170(<listcomp>)
        5    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\legend.py:1050(set_title)
       25    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\fromnumeric.py:2421(all)
       10    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:4249(set_bounds)
       49    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\constructor.py:173(construct_scalar)
     1364    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\base.py:363(ndim)
       10    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:765(__truediv__)
     1419    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\reader.py:87(peek)
       42    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:1835(sanitize_sequence)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\managers.py:1412(_insert_update_blklocs_and_blknos)
       48    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\managers.py:948(from_blocks)
       46    0.000    0.000    0.000    0.000 <frozen ntpath>:51(normcase)
      740    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\scanner.py:279(stale_possible_simple_keys)
       12    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\lib\arraysetops.py:138(unique)
       30    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:642(_classify_pyc)
        3    0.000    0.000    0.000    0.000 {built-in method sys._current_frames}
       18    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PngImagePlugin.py:1014(load_end)
      773    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:984(get_hatch_linewidth)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\numeric.py:1393(moveaxis)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\typing.py:2891(_make_nmtuple)
       36    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:934(reset_ticks)
      248    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:560(im)
      456    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\spines.py:575(__getattr__)
      786    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:950(set_snap)
       38    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\_util.py:9(is_path)
      462    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\cycler\__init__.py:259(__iter__)
      139    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:2478(_is_tensorflow_array)
       77    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\threading.py:283(_acquire_restore)
      282    0.000    0.000    0.000    0.000 {built-in method math.cos}
       64    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\blocks.py:214(is_extension)
       14    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:667(with_name)
       14    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:773(_view)
       66    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:1145(<dictcomp>)
      460    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\enum.py:1252(name)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\dtypes\inference.py:306(is_named_tuple)
       12    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:597(set_useLocale)
      815    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:704(get_wrap)
      655    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:528(locator)
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.Win32_SetCurrentProcessExplicitAppUserModelID}
        6    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\popen_spawn_win32.py:103(wait)
        8    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:3070(_wait_cursor_for_draw_cm)
      861    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:824(get_snap)
       12    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:258(set_prop_cycle)
      812    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:1374(score_style)
      301    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\groupby\generic.py:1640(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\enum.py:499(__new__)
      773    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:976(get_hatch_color)
       32    0.000    0.000    0.000    0.000 {method 'convert2' of 'ImagingCore' objects}
       16    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\reduction.py:106(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:1761(__init__)
        1    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
       11    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\category.py:154(format_ticks)
      420    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1481(is_dashed)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\colorizer.py:91(norm)
      818    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:637(get_gid)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\spawn.py:160(get_preparation_data)
    36/16    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2444(_iter_break_from_left_to_right)
       43    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:125(release)
        6    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:3421(set_axisbelow)
       10    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\parser.py:264(parse_block_node)
       43    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:100(acquire)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1699(path_hook_for_FileFinder)
       15    0.000    0.000    0.000    0.000 <frozen ntpath>:107(join)
      5/3    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:37(_compile)
       49    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\composer.py:88(compose_scalar_node)
        2    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        7    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\parser.py:422(parse_block_mapping_first_key)
      698    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:942(set_url)
        8    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1770(__eq__)
        8    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\colors.py:361(_to_rgba_no_colorcycle)
      206    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\reader.py:114(get_mark)
       34    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\_dtype.py:330(_name_includes_bit_suffix)
      216    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:238(get_tick_padding)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\multi.py:1316(view)
      812    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:1438(score_size)
       92    0.000    0.000    0.000    0.000 {method 'createcommand' of '_tkinter.tkapp' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\context.py:110(SimpleQueue)
       16    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\range.py:1009(__getitem__)
      139    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:2454(_is_mlx_array)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\multi.py:1248(copy)
       16    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:445(_getencoder)
        8    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2216(__eq__)
       24    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\scanner.py:545(fetch_value)
        2    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
      356    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:741(<genexpr>)
       37    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1033(intervaly)
      453    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       82    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_api\__init__.py:265(getitem_checked)
       41    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:619(set_hatch)
        8    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\algorithms.py:184(_reconstruct_data)
       16    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\scanner.py:1185(scan_flow_scalar_non_spaces)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:6394(_should_compare)
        7    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\blocks.py:2703(new_block_2d)
      780    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\path.py:253(should_simplify)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\queues.py:339(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:1922(rename)
       24    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:1318(_set_artist_props)
        2    0.000    0.000    0.000    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
       24    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\path.py:366(iter_segments)
       14    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:614(__exit__)
       12    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:2179(_staircase)
      260    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:525(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\io\formats\csvs.py:277(_save_header)
       43    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:363(set_antialiased)
        6    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:2074(getLogger)
       23    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\typing.py:373(inner)
       12    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\lib\arraysetops.py:323(_unique1d)
       25    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\legend.py:1262(_get_legend_handles)
      618    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:749(get_path_effects)
     1167    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:691(<lambda>)
      478    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:1053(set_file)
       18    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PngImagePlugin.py:380(__init__)
       59    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:523(_format_parsed_parts)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:495(set_cursor)
        5    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\legend.py:663(set_loc)
        5    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\constructor.py:270(construct_yaml_float)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:1809(set_names)
       28    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:153(__init__)
      812    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:1391(score_variant)
        9    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\_weakrefset.py:120(update)
       60    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1896(is_separable)
       42    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\generic.py:4379(_set_is_copy)
        7    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\_asarray.py:27(require)
       43    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(find_spec)
      522    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:690(get_sketch_params)
       34    0.000    0.000    0.000    0.000 <frozen ntpath>:154(splitdrive)
      780    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\path.py:241(simplify_threshold)
      400    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\_ufunc_config.py:426(__init__)
      773    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:992(get_sketch_params)
       79    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\ma\core.py:587(filled)
        1    0.000    0.000    0.000    0.000 {built-in method nt.listdir}
       75    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\threading.py:90(RLock)
      812    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:886(get_style)
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib.ft2font.set_charmap}
        3    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\lib\_version.py:55(__init__)
       43    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\_distutils_hack\__init__.py:101(find_spec)
       36    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:1725(cget)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\parser.py:376(parse_block_sequence_first_entry)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
        8    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\_config\config.py:273(__call__)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_axes.py:2206(_convert_dx)
        8    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\lib\function_base.py:5563(append)
       20    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\numeric.py:341(full_like)
      812    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:907(get_stretch)
        9    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:3164(<listcomp>)
      126    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2244(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:376(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\dtypes\inference.py:273(is_dict_like)
        2    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.Win32_SetProcessDpiAwareness_max}
        7    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tempfile.py:154(__next__)
      223    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1030(__exit__)
       13    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1028(intervalx)
      645    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\fromnumeric.py:3265(_round_dispatcher)
       12    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:2080(set_minor_formatter)
      119    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\scanner.py:1416(scan_line_break)
       18    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PngImagePlugin.py:446(chunk_IHDR)
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.WaitForSingleObject}
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\dateutil\parser\_parser.py:199(split)
       42    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\ma\core.py:671(getdata)
       10    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\fromnumeric.py:537(swapaxes)
       12    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:212(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:2138(set_minor_locator)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\io\common.py:515(get_compression_method)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\dtypes\cast.py:605(_maybe_promote_cached)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\process.py:80(__init__)
       90    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        8    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\reduction.py:38(__init__)
