Pd,Pfa,total_scans,total_switches,rf_utilization,ir_utilization,mean_aoi,max_aoi,latency_mean,latency_p95,scenario,scheduler,seed
0.0,0.428,500,0,1.0,0.0,0.0,0.0,2.1588622974399142e-05,3.409999771974981e-05,E_TEMPORAL,BayesianUCB,44
0.0,0.43,500,0,1.0,0.0,0.0,0.0,2.4720359094740224e-05,3.840000135824084e-05,E_TEMPORAL,BayesianUCB,45
0.0,0.442,500,0,1.0,0.0,0.0,0.0,4.342375213964405e-05,5.2700008382089436e-05,E_TEMPORAL,BayesianUCB,46
0.0,0.432,500,0,1.0,0.0,0.0,0.0,3.363033927402677e-05,7.989999721758068e-05,E_TEMPORAL,BayesianUCB,47
0.0,0.432,500,0,1.0,0.0,0.0,0.0,3.362914206675754e-05,5.3100011427886784e-05,E_TEMPORAL,BayesianUCB,48
0.0,0.436,500,0,1.0,0.0,0.0,0.0,1.0667665123320491e-05,1.999999221879989e-05,E_TEMPORAL,BayesianUCB,49
0.0,0.424,500,0,1.0,0.0,0.0,0.0,1.186586779002249e-05,2.0800012862309813e-05,E_TEMPORAL,BayesianUCB,50
0.0,0.428,500,0,1.0,0.0,0.0,0.0,9.810578926399484e-06,1.5599987818859518e-05,E_TEMPORAL,BayesianUCB,51
0.0,0.3432343234323432,303,79,0.38283828382838286,0.6171617161716172,0.0,0.0,4.304473656559008e-05,6.952500552870332e-05,E_TEMPORAL,ThompsonSampling,42
0.0,0.3774193548387097,310,83,0.4161290322580645,0.5838709677419355,0.0,0.0,6.282861757023302e-05,9.994999709306285e-05,E_TEMPORAL,ThompsonSampling,43
0.0,0.2745762711864407,295,77,0.33559322033898303,0.6644067796610169,0.0,0.0,0.00010143378396507517,0.00022132500453153625,E_TEMPORAL,ThompsonSampling,44
0.0,0.31864406779661014,295,77,0.3694915254237288,0.6305084745762712,0.0,0.0,0.00010324391897066144,0.0002062499988824129,E_TEMPORAL,ThompsonSampling,45
0.0,0.410828025477707,314,79,0.46178343949044587,0.5382165605095541,0.0,0.0,8.821142860503483e-05,0.00018083000904880464,E_TEMPORAL,ThompsonSampling,46
0.0,0.2881944444444444,288,87,0.34375,0.65625,0.0,0.0,9.730588219766617e-05,0.0001788600056897841,E_TEMPORAL,ThompsonSampling,47
0.0,0.2920962199312715,291,83,0.31958762886597936,0.6804123711340206,0.0,0.0,6.808767095008827e-05,0.0001192650022858287,E_TEMPORAL,ThompsonSampling,48
0.0,0.32558139534883723,301,75,0.3853820598006645,0.6146179401993356,0.0,0.0,7.762847659455624e-05,0.00011943999634240743,E_TEMPORAL,ThompsonSampling,49
0.0,0.33114754098360655,305,71,0.40327868852459015,0.5967213114754099,0.0,0.0,0.00010241568659194836,0.00015617500685038976,E_TEMPORAL,ThompsonSampling,50
0.0,0.375,312,81,0.4358974358974359,0.5641025641025641,0.0,0.0,6.513226848540489e-05,0.00011627999483607698,E_TEMPORAL,ThompsonSampling,51
0.0,0.12878787878787878,264,0,1.0,0.0,0.0,0.0,8.22528288480035e-06,1.0279993875883502e-05,F_CONGESTED,Random,42
0.0,0.16091954022988506,261,0,1.0,0.0,0.0,0.0,3.229770980480319e-06,5.484998837346208e-06,F_CONGESTED,Random,43
0.0,0.14068441064638784,263,0,1.0,0.0,0.0,0.0,2.8106057994371056e-06,5.599998985417187e-06,F_CONGESTED,Random,44
0.0,0.09090909090909091,264,0,1.0,0.0,0.0,0.0,2.6260372492888906e-06,4.300000728107989e-06,F_CONGESTED,Random,45
0.0,0.1520912547528517,263,0,1.0,0.0,0.0,0.0,6.806439683493933e-06,6.270004087127744e-06,F_CONGESTED,Random,46
0.0,0.14015151515151514,264,0,1.0,0.0,0.0,0.0,3.2196227759825732e-06,6.939997547306115e-06,F_CONGESTED,Random,47
0.0,0.14942528735632185,261,0,1.0,0.0,0.0,0.0,2.6900762134899902e-06,4.694992821896447e-06,F_CONGESTED,Random,48
0.0,0.12167300380228137,263,0,1.0,0.0,0.0,0.0,2.6170453731372785e-06,5.369997234083711e-06,F_CONGESTED,Random,49
0.0,0.1198501872659176,267,0,1.0,0.0,0.0,0.0,3.7458955389343257e-06,6.2650040490552764e-06,F_CONGESTED,Random,50
0.0,0.1482889733840304,263,0,1.0,0.0,0.0,0.0,4.0261363182887155e-06,7.354999979725106e-06,F_CONGESTED,Random,51
0.0,0.148,250,0,1.0,0.0,0.0,0.0,1.6760953935790822e-06,3.5999983083456755e-06,F_CONGESTED,RoundRobin,42
0.0,0.156,250,0,1.0,0.0,0.0,0.0,1.4003986920382218e-06,2.800006768666208e-06,F_CONGESTED,RoundRobin,43
0.0,0.12,250,0,1.0,0.0,0.0,0.0,1.3354581324346513e-06,2.7000060072168708e-06,F_CONGESTED,RoundRobin,44
0.0,0.12,250,0,1.0,0.0,0.0,0.0,1.3039840790684302e-06,2.5000044843181968e-06,F_CONGESTED,RoundRobin,45
0.0,0.16,250,0,1.0,0.0,0.0,0.0,1.1820716118306455e-06,1.6999983927235007e-06,F_CONGESTED,RoundRobin,46
0.0,0.14,250,0,1.0,0.0,0.0,0.0,1.1964138867185114e-06,2.1000014385208488e-06,F_CONGESTED,RoundRobin,47
0.0,0.148,250,0,1.0,0.0,0.0,0.0,1.5019923374353652e-06,2.8999929782003164e-06,F_CONGESTED,RoundRobin,48
0.0,0.128,250,0,1.0,0.0,0.0,0.0,1.1613543226060818e-06,2.1000014385208488e-06,F_CONGESTED,RoundRobin,49
0.0,0.136,250,0,1.0,0.0,0.0,0.0,1.636254626689887e-06,2.9500079108402133e-06,F_CONGESTED,RoundRobin,50
0.0,0.152,250,0,1.0,0.0,0.0,0.0,1.3573699541746145e-06,2.2000021999701858e-06,F_CONGESTED,RoundRobin,51
0.0,0.8382978723404255,470,0,1.0,0.0,0.0,0.0,1.241210219054829e-05,2.204999327659607e-05,F_CONGESTED,Greedy,42
0.0,0.8757763975155279,483,0,1.0,0.0,0.0,0.0,1.5580991405968686e-05,2.4470009520882734e-05,F_CONGESTED,Greedy,43
0.0,0.87,500,0,1.0,0.0,0.0,0.0,1.2992015704484712e-05,2.19999928958714e-05,F_CONGESTED,Greedy,44
0.0,0.7695852534562212,434,0,1.0,0.0,0.0,0.0,1.1085057611063379e-05,1.8549995729699707e-05,F_CONGESTED,Greedy,45
0.0,0.7680180180180181,444,0,1.0,0.0,0.0,0.0,2.7581124195012817e-05,6.294000195339311e-05,F_CONGESTED,Greedy,46
0.0,0.8752556237218814,489,0,1.0,0.0,0.0,0.0,2.7696735211362948e-05,9.140999754890798e-05,F_CONGESTED,Greedy,47
0.0,0.8645833333333334,480,0,1.0,0.0,0.0,0.0,1.6275467605208066e-05,2.920000406447798e-05,F_CONGESTED,Greedy,48
0.0,0.8159645232815964,451,0,1.0,0.0,0.0,0.0,1.312367346619907e-05,2.3544990108348428e-05,F_CONGESTED,Greedy,49
0.0,0.875,488,0,1.0,0.0,0.0,0.0,1.4182208169009803e-05,3.139999171253292e-05,F_CONGESTED,Greedy,50
0.0,0.8718487394957983,476,0,1.0,0.0,0.0,0.0,0.0001136888889620272,0.00031056000443641096,F_CONGESTED,Greedy,51
0.0,0.18725099601593626,251,0,1.0,0.0,0.0,0.0,6.70781748397978e-05,0.0001725299996905957,F_CONGESTED,EarliestAoI,42
0.0,0.2,250,0,1.0,0.0,0.0,0.0,3.509004005514813e-05,5.7799996284302324e-05,F_CONGESTED,EarliestAoI,43
0.0,0.18725099601593626,251,0,1.0,0.0,0.0,0.0,0.00012071745974632601,0.00022395999985747004,F_CONGESTED,EarliestAoI,44
0.0,0.152,250,0,1.0,0.0,0.0,0.0,0.00015132071755768963,0.00016265000886050984,F_CONGESTED,EarliestAoI,45
0.0,0.196,250,0,1.0,0.0,0.0,0.0,8.329322759434951e-05,0.00021580000611720607,F_CONGESTED,EarliestAoI,46
0.0,0.192,250,0,1.0,0.0,0.0,0.0,3.183625482646118e-05,6.51500013191253e-05,F_CONGESTED,EarliestAoI,47
0.0,0.196,250,0,1.0,0.0,0.0,0.0,3.909760997055536e-05,7.520000508520752e-05,F_CONGESTED,EarliestAoI,48
0.0,0.188,250,0,1.0,0.0,0.0,0.0,4.889282871703747e-05,8.659999730298296e-05,F_CONGESTED,EarliestAoI,49
0.0,0.188,250,0,1.0,0.0,0.0,0.0,0.00016525298846557188,0.0004141000099480152,F_CONGESTED,EarliestAoI,50
0.0,0.188,250,0,1.0,0.0,0.0,0.0,4.967808809485732e-05,8.990000787889585e-05,F_CONGESTED,EarliestAoI,51
0.0,0.7270408163265306,392,0,1.0,0.0,0.0,0.0,9.081450434793829e-05,0.00016307999612763502,F_CONGESTED,UCB1,42
0.0,0.7176165803108808,386,0,1.0,0.0,0.0,0.0,0.00012778682197752176,0.00020925000135321167,F_CONGESTED,UCB1,43
0.0,0.7244897959183674,392,0,1.0,0.0,0.0,0.0,0.00039015572543881605,0.0005838600016431874,F_CONGESTED,UCB1,44
0.0,0.7263427109974424,391,0,1.0,0.0,0.0,0.0,0.0001550244892592784,0.0005046399986895266,F_CONGESTED,UCB1,45
0.0,0.7127937336814621,383,0,1.0,0.0,0.0,0.0,0.00013035234330042536,0.0003174049910739994,F_CONGESTED,UCB1,46
0.0,0.7142857142857143,385,0,1.0,0.0,0.0,0.0,0.00014118937878185458,0.00018895000175689347,F_CONGESTED,UCB1,47
0.0,0.7323232323232324,396,0,1.0,0.0,0.0,0.0,8.807556654716037e-05,0.0001559800060931593,F_CONGESTED,UCB1,48
0.0,0.7007672634271099,391,0,1.0,0.0,0.0,0.0,6.1001020500897333e-05,7.799000522936692e-05,F_CONGESTED,UCB1,49
0.0,0.7323232323232324,396,0,1.0,0.0,0.0,0.0,8.838488645581834e-05,0.0001505399937741457,F_CONGESTED,UCB1,50
0.0,0.7112860892388452,381,0,1.0,0.0,0.0,0.0,6.525314148486207e-05,9.749998789629894e-05,F_CONGESTED,UCB1,51
0.0,0.8574468085106383,470,0,1.0,0.0,0.0,0.0,7.388917155832748e-05,0.00011464999988675117,F_CONGESTED,UCBTuned,42
0.0,0.8583690987124464,466,0,1.0,0.0,0.0,0.0,0.00011578436820130652,0.00019607000285759563,F_CONGESTED,UCBTuned,43
0.0,0.8617021276595744,470,0,1.0,0.0,0.0,0.0,0.00010571146559740383,0.000210599995625671,F_CONGESTED,UCBTuned,44
0.0,0.8562231759656652,466,0,1.0,0.0,0.0,0.0,8.143725864438647e-05,0.0001731799988192506,F_CONGESTED,UCBTuned,45
0.0,0.879746835443038,474,0,1.0,0.0,0.0,0.0,6.929326263305388e-05,0.00011274000571575008,F_CONGESTED,UCBTuned,46
0.0,0.8574468085106383,470,0,1.0,0.0,0.0,0.0,9.477855622839585e-05,0.0001808500019251369,F_CONGESTED,UCBTuned,47
0.0,0.8595744680851064,470,0,1.0,0.0,0.0,0.0,9.333205964483495e-05,0.0002017499937210232,F_CONGESTED,UCBTuned,48
0.0,0.8659574468085106,470,0,1.0,0.0,0.0,0.0,0.00024033057273043252,0.0004699500059359707,F_CONGESTED,UCBTuned,49
0.0,0.8638297872340426,470,0,1.0,0.0,0.0,0.0,7.473078519036704e-05,0.00015195000014500692,F_CONGESTED,UCBTuned,50
0.0,0.8821052631578947,475,0,1.0,0.0,0.0,0.0,9.998361327066165e-05,0.0002192249958170578,F_CONGESTED,UCBTuned,51
0.0,0.874,500,0,1.0,0.0,0.0,0.0,5.339041949800976e-05,7.609999738633633e-05,F_CONGESTED,BayesianUCB,42
0.0,0.868,500,0,1.0,0.0,0.0,0.0,1.7224949769008378e-05,2.7699992642737925e-05,F_CONGESTED,BayesianUCB,43
0.0,0.87,500,0,1.0,0.0,0.0,0.0,2.0785429229134483e-05,3.8700003642588854e-05,F_CONGESTED,BayesianUCB,44
0.0,0.874,500,0,1.0,0.0,0.0,0.0,1.3158882313088222e-05,2.2599997464567423e-05,F_CONGESTED,BayesianUCB,45
0.0,0.88,500,0,1.0,0.0,0.0,0.0,1.5834930320103056e-05,2.3600005079060793e-05,F_CONGESTED,BayesianUCB,46
0.0,0.87,500,0,1.0,0.0,0.0,0.0,1.2648902223965974e-05,1.889999839477241e-05,F_CONGESTED,BayesianUCB,47
0.0,0.87,500,0,1.0,0.0,0.0,0.0,2.087165684970895e-05,3.060000017285347e-05,F_CONGESTED,BayesianUCB,48
0.0,0.868,500,0,1.0,0.0,0.0,0.0,1.6751696738812277e-05,2.269999822601676e-05,F_CONGESTED,BayesianUCB,49
0.0,0.864,500,0,1.0,0.0,0.0,0.0,9.810379295035483e-06,1.679999695625156e-05,F_CONGESTED,BayesianUCB,50
0.0,0.868,500,0,1.0,0.0,0.0,0.0,1.2559681381898264e-05,2.3800006601959467e-05,F_CONGESTED,BayesianUCB,51
0.0,0.26666666666666666,270,82,0.2074074074074074,0.7925925925925926,0.0,0.0,5.1409224988170986e-05,8.14500090200454e-05,F_CONGESTED,ThompsonSampling,42
0.0,0.26591760299625467,267,81,0.20224719101123595,0.797752808988764,0.0,0.0,4.0641044303010316e-05,6.353000862873154e-05,F_CONGESTED,ThompsonSampling,43
0.0,0.4014084507042254,284,116,0.352112676056338,0.647887323943662,0.0,0.0,8.330947424391317e-05,0.00019280000706203292,F_CONGESTED,ThompsonSampling,44
0.0,0.24812030075187969,266,68,0.16541353383458646,0.8345864661654135,0.0,0.0,0.00011311123573372999,0.00021093999966979022,F_CONGESTED,ThompsonSampling,45
0.0,0.22727272727272727,264,63,0.14772727272727273,0.8522727272727273,0.0,0.0,0.00010736377350766353,0.00021555999701377003,F_CONGESTED,ThompsonSampling,46
0.0,0.3674911660777385,283,104,0.3321554770318021,0.6678445229681979,0.0,0.0,6.083908528138713e-05,8.224499470088612e-05,F_CONGESTED,ThompsonSampling,47
0.0,0.3929824561403509,285,107,0.3508771929824561,0.6491228070175439,0.0,0.0,0.00010513741254580201,0.00016364999464713037,F_CONGESTED,ThompsonSampling,48
0.0,0.2988929889298893,271,85,0.22509225092250923,0.7749077490774908,0.0,0.0,5.717683795998763e-05,8.619999498478135e-05,F_CONGESTED,ThompsonSampling,49
0.0,0.2878228782287823,271,89,0.2140221402214022,0.7859778597785978,0.0,0.0,4.417022073004559e-05,7.352499378612262e-05,F_CONGESTED,ThompsonSampling,50
0.0,0.4948805460750853,293,143,0.46757679180887374,0.5324232081911263,0.0,0.0,5.118809497858188e-05,8.633999750600189e-05,F_CONGESTED,ThompsonSampling,51
